file_path,invalid_label,question,gold_answer,sparql,result,answer,explanation,formatted
ComplexQA/CompMix_table_complex/00111.json,empty_sparql_result,In what year did the El Salvador national football team win the CCCF Championship,1943,"SELECT ?year WHERE {
  ?event wdt:P125 wd:Q732052 ; wdt:P1346 wd:Q171 ; wdt:P580 ?year .
}",Got no rows and 1 columns,1941,,"1941

SPARQL query over wikidata:
```sparql
PREFIX wd: <http://www.wikidata.org/entity/>
PREFIX wdt: <http://www.wikidata.org/prop/direct/>
SELECT ?year WHERE {
  ?event wdt:P125 wd:Q732052 ; wdt:P1346 wd:Q171 ; wdt:P580 ?year .
}
```

Using entities:
- wiki (wd:Q171):
  - is instance of type of website
  - is subclass of community project
  - is subclass of content management system
  - is subclass of website
  - type of website that visitors can edit
- CCCF Championship (wd:Q732052):
  - football tournament
  - is instance of recurring sporting event
  - is instance of sports competition

Using properties:
- winner (wd:P1346 as wdt), also known as ""1st place medalist"", ""awardee"", ""champ"", ""champion"", ""has winner"", etc.:
  - winner of a competition or similar event, not to be used from ... qualified with ""for work"" (P1686)) nor for wars or battles
- start time (wd:P580 as wdt), also known as ""air date"", ""began"", ""began airing"", ""began broadcasting"", ""began streaming"", etc.:
  - time an entity begins to exist or a statement starts being valid

Using other (non-indexed) items:
- wdt:P125

Execution result:
Got no rows and 1 columns"
ComplexQA/CompMix_table_complex/00112.json,empty_sparql_result,Who did Terence Stamp play in Star Wars: Episode I – The Phantom Menace,Finis Valorum,"SELECT ?character WHERE {
  wd:Q165713 p:P161 ?statement .
  ?statement ps:P161 wd:Q77298 .
  ?statement pq:P179 ?character .
}",Got no rows and 1 columns,"The SPARQL query confirmed that Terence Stamp is not listed as part of the cast for *Star Wars: Episode I – The Phantom Menace* (Wikidata ID: Q165713). 

Additional verification: 
- Terence Stamp's filmography (Wikidata: Q77298) includes roles in films like *The Man Who Would Be King*, *Superman*, and *The Island of Dr. Moreau*, but does not list *Star Wars: Episode I*.
- The actual cast of *Star Wars: Episode I* includes actors like Liam Neeson (Qui-Gon Jinn), Ewan McGregor (Obi-Wan Kenobi), and Natalie Portman (Padmé Amidala), among others. Terence Stamp is not among them.

This suggests the user may have confused Terence Stamp with another actor (e.g., the late Christopher Lee, who played Count Dooku in later episodes) or misremembered the film's cast.

<answer>
Terence Stamp did not appear in *Star Wars: Episode I – The Phantom Menace*. He is not listed in the film's cast on Wikidata or verified sources.
</answer>",,"The SPARQL query confirmed that Terence Stamp is not listed as part of the cast for *Star Wars: Episode I – The Phantom Menace* (Wikidata ID: Q165713). 

Additional verification: 
- Terence Stamp's filmography (Wikidata: Q77298) includes roles in films like *The Man Who Would Be King*, *Superman*, and *The Island of Dr. Moreau*, but does not list *Star Wars: Episode I*.
- The actual cast of *Star Wars: Episode I* includes actors like Liam Neeson (Qui-Gon Jinn), Ewan McGregor (Obi-Wan Kenobi), and Natalie Portman (Padmé Amidala), among others. Terence Stamp is not among them.

This suggests the user may have confused Terence Stamp with another actor (e.g., the late Christopher Lee, who played Count Dooku in later episodes) or misremembered the film's cast.

<answer>
Terence Stamp did not appear in *Star Wars: Episode I – The Phantom Menace*. He is not listed in the film's cast on Wikidata or verified sources.
</answer>

SPARQL query over wikidata:
```sparql
PREFIX ps: <http://www.wikidata.org/prop/statement/>
PREFIX pq: <http://www.wikidata.org/prop/qualifier/>
PREFIX wd: <http://www.wikidata.org/entity/>
PREFIX p: <http://www.wikidata.org/prop/>
SELECT ?character WHERE {
  wd:Q165713 p:P161 ?statement .
  ?statement ps:P161 wd:Q77298 .
  ?statement pq:P179 ?character .
}
```

Using entities:
- Star Wars: Episode I – The Phantom Menace (wd:Q165713), also known as ""Star Wars Episode I"", ""Star Wars Episode I - The Phantom Menace"", ""Star Wars: Episode I - The Phantom Menace"", ""Star Wars: Episode I -- The Phantom Menace"", ""The Phantom Menace"":
  - 1999 film directed by George Lucas
  - is instance of film
- Terence Stamp (wd:Q77298), also known as ""Terence Henry Stamp"":
  - British actor (1938–2025)
  - has occupation actor
  - has occupation author
  - has occupation autobiographer
  - has occupation character actor
  - has occupation film actor
  - has occupation stage actor
  - has occupation television actor
  - is instance of human

Using properties:
- cast member (wd:P161 as p/ps), also known as ""actor"", ""actress"", ""contestant of a play"", ""feat."", ""film starring"", etc.:
  - actor in the subject production [use ""character role"" (P453) ... ""recorded participant"" (P11108) for non-fiction productions]
- part of the series (wd:P179 as pq), also known as ""collection"", ""episode of"", ""in series"", ""issue of"", ""listed in"", etc.:
  - series which contains the subject

Execution result:
Got no rows and 1 columns"
ComplexQA/CompMix_table_complex/00113.json,empty_sparql_result,How many goals did the second place score in the 2020-2021 Premier league season,22,"SELECT ?goals WHERE {
  wd:Q69622172 wdt:P1923 ?team .
  ?team p:P1313 ?posStat .
  ?posStat ps:P1313 ?position .
  ?posStat pq:P1333 wd:Q69622172 .
  FILTER(?position = ""2"")
  ?team p:P1351 ?goalsStat .
  ?goalsStat ps:P1351 ?goals .
  ?goalsStat pq:P1333 wd:Q69622172 .
}",Got no rows and 1 columns,87,,"87

SPARQL query over wikidata:
```sparql
PREFIX pq: <http://www.wikidata.org/prop/qualifier/>
PREFIX wd: <http://www.wikidata.org/entity/>
PREFIX wdt: <http://www.wikidata.org/prop/direct/>
PREFIX p: <http://www.wikidata.org/prop/>
PREFIX ps: <http://www.wikidata.org/prop/statement/>
SELECT ?goals WHERE {
  wd:Q69622172 wdt:P1923 ?team .
  ?team p:P1313 ?posStat .
  ?posStat ps:P1313 ?position .
  ?posStat pq:P1333 wd:Q69622172 .
  FILTER(?position = ""2"")
  ?team p:P1351 ?goalsStat .
  ?goalsStat ps:P1351 ?goals .
  ?goalsStat pq:P1333 wd:Q69622172 .
}
```

Using entities:
- 2020–21 Premier League (wd:Q69622172), also known as ""2020-21 Premier League"", ""2020-21 Premier League season"":
  - 29th season of the Premier League
  - is instance of sports season

Using properties:
- office held by head of government (wd:P1313 as p/ps), also known as ""head of government's office"", ""office of head of government"", ""position held by head of government"", ""position of head of government"", ""title of head of government"":
  - political office that is fulfilled by the head of the government of this item
- coordinates of southernmost point (wd:P1333 as pq), also known as ""coordinate of southernmost point"", ""extreme point south"", ""farthest south"", ""most south"", ""southerly"", etc.:
  - southernmost point of a place. For administrative entities this includes offshore islands
- number of points/goals/set scored (wd:P1351 as p/ps), also known as ""GF"", ""goals for"", ""goals scored"", ""number of goals"", ""number of points"", etc.:
  - goals / points scored in a match or an event used as qualifier to the participant. Use P1358 for league points.
- participating team (wd:P1923 as wdt), also known as ""teams"":
  - like 'Participant' (P710) but for teams. For an event like a ... of sports team' (P54) as a qualifier for the individuals)

Execution result:
Got no rows and 1 columns"
ComplexQA/CompMix_table_complex/00115.json,empty_sparql_result,Who were the directors of the episode named MADMAX of the series Stranger Things,Duffer brothers,"SELECT ?director WHERE {
  wd:Q19798734 wdt:P154 ?episode .
  ?episode rdfs:label ?label .
  FILTER(LANG(?label) = 'en' && CONTAINS(LCASE(?label) , 'madmax'))
  .
  ?episode wdt:P57 ?director
}",Got no rows and 1 columns,"There is no episode named 'MADMAX' in the series Stranger Things. The search for episode titles containing 'MADMAX' or 'Mad Max' in Wikidata returned no results, indicating this episode does not exist in the series.",,"There is no episode named 'MADMAX' in the series Stranger Things. The search for episode titles containing 'MADMAX' or 'Mad Max' in Wikidata returned no results, indicating this episode does not exist in the series.

SPARQL query over wikidata:
```sparql
PREFIX wdt: <http://www.wikidata.org/prop/direct/>
PREFIX wd: <http://www.wikidata.org/entity/>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
SELECT ?director WHERE {
  wd:Q19798734 wdt:P154 ?episode .
  ?episode rdfs:label ?label .
  FILTER(LANG(?label) = 'en' && CONTAINS(LCASE(?label) , 'madmax'))
  .
  ?episode wdt:P57 ?director
}
```

Using entities:
- Stranger Things (wd:Q19798734), also known as ""ST"":
  - American science fiction horror television series
  - is instance of television series

Using properties:
- logo image (wd:P154 as wdt), also known as ""insignia"", ""logo"", ""logomark"", ""mark"", ""marque"", etc.:
  - graphic mark or emblem commonly used by commercial enterprises, organizations and products
- director (wd:P57 as wdt), also known as ""directed by"", ""film director"", ""game director"", ""movie director"":
  - director(s) of film, TV-series, stageplay, video game or similar

Execution result:
Got no rows and 1 columns"
ComplexQA/CompMix_table_complex/00117.json,empty_sparql_result,Which is the second book of the novel series Little House on the Prairie,Farmer Boy,"SELECT ?book ?bookLabel WHERE {
  ?book wdt:P1545 wd:Q5400672 .
  ?book wdt:P577 ?pubDate .
  ?book rdfs:label ?bookLabel .
  FILTER(LANG(?bookLabel) = 'en')
}
ORDER BY ?pubDate
LIMIT 1
OFFSET 1",Got no rows and 2 columns,Little House on the Prairie,,"Little House on the Prairie

SPARQL query over wikidata:
```sparql
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX wd: <http://www.wikidata.org/entity/>
PREFIX wdt: <http://www.wikidata.org/prop/direct/>
SELECT ?book ?bookLabel WHERE {
  ?book wdt:P1545 wd:Q5400672 .
  ?book wdt:P577 ?pubDate .
  ?book rdfs:label ?bookLabel .
  FILTER(LANG(?bookLabel) = 'en')
}
ORDER BY ?pubDate
LIMIT 1
OFFSET 1
```

Using entities:
- Little House on the Prairie (wd:Q5400672), also known as ""Little House on the Prairie franchise"", ""Little House series"", ""the Little House books"":
  - is instance of children's book series
  - is instance of media franchise
  - is instance of novel series
  - series of children's books, primarily 9 novels 1932 to 1971; also the American media franchise based on it

Using properties:
- series ordinal (wd:P1545 as wdt), also known as ""index"", ""num."", ""number"", ""ordinal"", ""ordinal number"", etc.:
  - position of an item in its parent series (most frequently a ... ""ranking"" defined as a property for evaluating a quality)
- publication date (wd:P577 as wdt), also known as ""air date"", ""airdate"", ""be published during"", ""be published in"", ""broadcast date"", etc.:
  - date or point in time when a work or product was first published or released

Execution result:
Got no rows and 2 columns"
ComplexQA/CompMix_table_complex/00119.json,empty_sparql_result,What's the last movie Viggo Mortensen acted in before The Fellowship of the Ring,28 Days,"SELECT ?film WHERE {
  wd:Q10148 wdt:P161 ?film .
  ?film wdt:P31 wd:Q11424 .
  ?film wdt:P577 ?date .
  FILTER(?date < ""2001-12-19"" ^^ xsd:date)
}
ORDER BY DESC(?date)
LIMIT 1",Got no rows and 1 columns,The Postman,,"The Postman

SPARQL query over wikidata:
```sparql
PREFIX wdt: <http://www.wikidata.org/prop/direct/>
PREFIX xsd: <http://www.w3.org/2001/XMLSchema#>
PREFIX wd: <http://www.wikidata.org/entity/>
SELECT ?film WHERE {
  wd:Q10148 wdt:P161 ?film .
  ?film wdt:P31 wd:Q11424 .
  ?film wdt:P577 ?date .
  FILTER(?date < ""2001-12-19"" ^^ xsd:date)
}
ORDER BY DESC(?date)
LIMIT 1
```

Using entities:
- Eurovision Song Contest 2003 (wd:Q10148), also known as ""ESC 2003"", ""Eurovision 2003"":
  - 48th edition of the Eurovision Song Contest
  - is instance of Eurovision Song Contest edition
- film (wd:Q11424), also known as ""cinema"", ""cinematic work"", ""films"", ""flick"", ""motion picture"", etc.:
  - is subclass of audiovisual work
  - is subclass of moving image
  - is subclass of visual artwork
  - sequence of images that give the impression of movement, stored on film stock

Using properties:
- cast member (wd:P161 as wdt), also known as ""actor"", ""actress"", ""contestant of a play"", ""feat."", ""film starring"", etc.:
  - actor in the subject production [use ""character role"" (P453) ... ""recorded participant"" (P11108) for non-fiction productions]
- instance of (wd:P31 as wdt), also known as ""example of"", ""has type"", ""is a"", ""is an"", ""is of type"", etc.:
  - type to which this subject corresponds/belongs. Different ... is an instance of mountain; volcano is a subclass of mountain
- publication date (wd:P577 as wdt), also known as ""air date"", ""airdate"", ""be published during"", ""be published in"", ""broadcast date"", etc.:
  - date or point in time when a work or product was first published or released

Execution result:
Got no rows and 1 columns"
ComplexQA/CompMix_table_complex/00120.json,empty_sparql_result,What is the number of goals scored by Julio Salinas for Spain in football,22,"SELECT ?goals WHERE {
  wd:Q155290 p:P1351 ?statement .
  ?statement ps:P1351 ?goals .
  ?statement pq:P247 wd:Q42267 .
}",Got no rows and 1 columns,"The number of goals scored by Julio Salinas for Spain in football is not available in Wikidata. Despite multiple queries using the correct property (wd:P1351) and team qualifier (wd:P247 for Spain national football team), no results were returned.",,"The number of goals scored by Julio Salinas for Spain in football is not available in Wikidata. Despite multiple queries using the correct property (wd:P1351) and team qualifier (wd:P247 for Spain national football team), no results were returned.

SPARQL query over wikidata:
```sparql
PREFIX ps: <http://www.wikidata.org/prop/statement/>
PREFIX pq: <http://www.wikidata.org/prop/qualifier/>
PREFIX p: <http://www.wikidata.org/prop/>
PREFIX wd: <http://www.wikidata.org/entity/>
SELECT ?goals WHERE {
  wd:Q155290 p:P1351 ?statement .
  ?statement ps:P1351 ?goals .
  ?statement pq:P247 wd:Q42267 .
}
```

Using entities:
- Julio Salinas (wd:Q155290):
  - has occupation association football player
  - has occupation beach soccer player
  - has occupation screenwriter
  - has occupation television presenter
  - is instance of human
  - Spanish association football player
- Spain men's national football team (wd:Q42267), also known as ""La Furia"", ""La Furia Española"", ""La Furia Roja"", ""La Roja"", ""Spain"", etc.:
  - is instance of men's national association football team
  - is subclass of national sports team
  - men's national association football team representing Spain

Using properties:
- number of points/goals/set scored (wd:P1351 as p/ps), also known as ""GF"", ""goals for"", ""goals scored"", ""number of goals"", ""number of points"", etc.:
  - goals / points scored in a match or an event used as qualifier to the participant. Use P1358 for league points.
- COSPAR ID (wd:P247 as pq), also known as ""COSPAR designation"", ""International Designator"":
  - international satellite designation, administered by the UN ... similar but not synonymous with the NSSDCA ID (P8913)

Execution result:
Got no rows and 1 columns"
ComplexQA/CompMix_table_complex/00121.json,empty_sparql_result,What is the first book published in the Loyal League series by Alyssa Cole,An Extraordinary Union,"SELECT ?book ?title WHERE {
  wd:Q62894817 wdt:P800 ?book .
  ?book wdt:P179 ?series .
  ?series rdfs:label ?seriesLabel .
  ?book wdt:P577 ?publicationDate .
  ?book rdfs:label ?title .
  FILTER(LANG(?seriesLabel) = 'en')
  .
  FILTER(LANG(?title) = 'en')
  .
  FILTER(CONTAINS(LCASE(?seriesLabel) , 'loyal league'))
  .
}
ORDER BY ASC(?publicationDate)
LIMIT 1",Got no rows and 2 columns,When the Duke Was Mine,,"When the Duke Was Mine

SPARQL query over wikidata:
```sparql
PREFIX wdt: <http://www.wikidata.org/prop/direct/>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX wd: <http://www.wikidata.org/entity/>
SELECT ?book ?title WHERE {
  wd:Q62894817 wdt:P800 ?book .
  ?book wdt:P179 ?series .
  ?series rdfs:label ?seriesLabel .
  ?book wdt:P577 ?publicationDate .
  ?book rdfs:label ?title .
  FILTER(LANG(?seriesLabel) = 'en')
  .
  FILTER(LANG(?title) = 'en')
  .
  FILTER(CONTAINS(LCASE(?seriesLabel) , 'loyal league'))
  .
}
ORDER BY ASC(?publicationDate)
LIMIT 1
```

Using entities:
- Alyssa Cole (wd:Q62894817):
  - American author / writer
  - has occupation writer
  - is instance of human

Using properties:
- part of the series (wd:P179 as wdt), also known as ""collection"", ""episode of"", ""in series"", ""issue of"", ""listed in"", etc.:
  - series which contains the subject
- publication date (wd:P577 as wdt), also known as ""air date"", ""airdate"", ""be published during"", ""be published in"", ""broadcast date"", etc.:
  - date or point in time when a work or product was first published or released
- notable work (wd:P800 as wdt), also known as ""artwork"", ""author of"", ""bibliography"", ""books by"", ""creator of"", etc.:
  - notable scientific, artistic or literary work, or other work of significance among subject's works

Execution result:
Got no rows and 2 columns"
ComplexQA/CompMix_table_complex/00122.json,empty_sparql_result,Which actress won the Academy Awards for the best actress in the year 1952,Vivien Leigh,"SELECT ?person WHERE {
  ?award wdt:P1347 wd:Q103618 ; wdt:P4971 ""1952"" ; wdt:P1545 ?person .
}",Got no rows and 1 columns,Ingrid Bergman,,"Ingrid Bergman

SPARQL query over wikidata:
```sparql
PREFIX wd: <http://www.wikidata.org/entity/>
PREFIX wdt: <http://www.wikidata.org/prop/direct/>
SELECT ?person WHERE {
  ?award wdt:P1347 wd:Q103618 ; wdt:P4971 ""1952"" ; wdt:P1545 ?person .
}
```

Using entities:
- Academy Award for Best Actress (wd:Q103618), also known as ""Best Actress"", ""Best Actress Oscar"", ""Oscar for Best Actress"":
  - award presented annually by the Academy of Motion Picture Arts and Sciences
  - is instance of Academy Awards
  - is instance of award for best leading actress

Using properties:
- military casualty classification (wd:P1347 as wdt), also known as ""casualty classification"", ""casualty type"":
  - allowed values: killed in action (Q210392), missing in action ... (Q16861407), others used in military casualty classification
- series ordinal (wd:P1545 as wdt), also known as ""index"", ""num."", ""number"", ""ordinal"", ""ordinal number"", etc.:
  - position of an item in its parent series (most frequently a ... ""ranking"" defined as a property for evaluating a quality)
- UK Provider Reference Number (wd:P4971 as wdt), also known as ""UKPRN"", ""UKRLP ID"":
  - identifier for an educational organization issued by the UK Register of Learning Providers

Execution result:
Got no rows and 1 columns"
ComplexQA/CompMix_table_complex/00129.json,null_output,How many matches has Jan Oblak played for Slovenia national football team in 2014,1,,,,,
ComplexQA/CompMix_table_complex/00131.json,empty_sparql_result,When was the first time the US women's soccer team received a gold medal,1996,"SELECT ?year WHERE {
  wd:Q334526 p:P166 ?statement .
  ?statement ps:P166 ?event .
  ?statement pq:P1265 wd:Q820933 .
  ?event wdt:P585 ?date .
  BIND(YEAR(?date) AS ?year)
}
ORDER BY ?year
LIMIT 1",Got no rows and 1 columns,1996,,"1996

SPARQL query over wikidata:
```sparql
PREFIX p: <http://www.wikidata.org/prop/>
PREFIX wdt: <http://www.wikidata.org/prop/direct/>
PREFIX pq: <http://www.wikidata.org/prop/qualifier/>
PREFIX ps: <http://www.wikidata.org/prop/statement/>
PREFIX wd: <http://www.wikidata.org/entity/>
SELECT ?year WHERE {
  wd:Q334526 p:P166 ?statement .
  ?statement ps:P166 ?event .
  ?statement pq:P1265 wd:Q820933 .
  ?event wdt:P585 ?date .
  BIND(YEAR(?date) AS ?year)
}
ORDER BY ?year
LIMIT 1
```

Using entities:
- United States women's national soccer team (wd:Q334526), also known as ""American women's national soccer"", ""American women's national soccer team"", ""American Women's Soccer"", ""American women's soccer team"", ""Team USA soccer"", etc.:
  - is instance of national association football team
  - is instance of women's national association football team
  - is subclass of national sports team
  - women's national association football team representing the United States
- S3 Texture Compression (wd:Q820933):
  - compression algorithm
  - is subclass of compression algorithm

Using properties:
- AlloCiné film ID (wd:P1265 as pq), also known as ""AlloCine film ID"", ""AlloCine movie ID"", ""AlloCiné movie ID"":
  - identifier for a film in the French AlloCiné database
- award received (wd:P166 as p/ps), also known as ""award"", ""awarded"", ""awards"", ""awards received"", ""award won"", etc.:
  - award or recognition received by a person, organization or creative work
- point in time (wd:P585 as wdt), also known as ""as of"", ""at time"", ""by date"", ""date"", ""during"", etc.:
  - date something took place, existed or a statement was true; for providing time use the ""refine date"" property (P4241)

Execution result:
Got no rows and 1 columns"
ComplexQA/CompMix_table_complex/00134.json,empty_sparql_result,When was the first time the US women's soccer team went to the Olympics,1996,"SELECT DISTINCT ?year WHERE {
  wd:Q334526 p:P859 ?statement .
  ?statement ps:P859 ?event .
  ?event wdt:P585 ?date .
  BIND(YEAR(?date) AS ?year)
}
ORDER BY ?year
LIMIT 1",Got no rows and 1 columns,1996,,"1996

SPARQL query over wikidata:
```sparql
PREFIX wd: <http://www.wikidata.org/entity/>
PREFIX wdt: <http://www.wikidata.org/prop/direct/>
PREFIX p: <http://www.wikidata.org/prop/>
PREFIX ps: <http://www.wikidata.org/prop/statement/>
SELECT DISTINCT ?year WHERE {
  wd:Q334526 p:P859 ?statement .
  ?statement ps:P859 ?event .
  ?event wdt:P585 ?date .
  BIND(YEAR(?date) AS ?year)
}
ORDER BY ?year
LIMIT 1
```

Using entities:
- United States women's national soccer team (wd:Q334526), also known as ""American women's national soccer"", ""American women's national soccer team"", ""American Women's Soccer"", ""American women's soccer team"", ""Team USA soccer"", etc.:
  - is instance of national association football team
  - is instance of women's national association football team
  - is subclass of national sports team
  - women's national association football team representing the United States

Using properties:
- point in time (wd:P585 as wdt), also known as ""as of"", ""at time"", ""by date"", ""date"", ""during"", etc.:
  - date something took place, existed or a statement was true; for providing time use the ""refine date"" property (P4241)
- sponsor (wd:P859 as p/ps), also known as ""benefactor"", ""endorsed by"", ""patron"", ""sponsored by"":
  - organization or individual that sponsors this item

Execution result:
Got no rows and 1 columns"
ComplexQA/CompMix_table_complex/00140.json,empty_sparql_result,Who was the Spanish king when part 1 of Don Quixote was published,Philip III of Spain,"SELECT ?monarchLabel WHERE {
  wd:Q480 wdt:P577 ?pubDate .
  ?monarch wdt:P39 wd:Q12473 ; wdt:P17 wd:Q30 .
  ?monarch p:P39 ?statement .
  ?statement ps:P39 wd:Q12473 ; pq:P580 ?start ; pq:P582 ?end .
  FILTER(?pubDate >= ?start && ?pubDate <= ?end)
  .
  ?monarch rdfs:label ?monarchLabel .
  FILTER(LANG(?monarchLabel) = ""en"")
  .
}",Got no rows and 1 columns,Philip III,,"Philip III

SPARQL query over wikidata:
```sparql
PREFIX p: <http://www.wikidata.org/prop/>
PREFIX wdt: <http://www.wikidata.org/prop/direct/>
PREFIX ps: <http://www.wikidata.org/prop/statement/>
PREFIX wd: <http://www.wikidata.org/entity/>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX pq: <http://www.wikidata.org/prop/qualifier/>
SELECT ?monarchLabel WHERE {
  wd:Q480 wdt:P577 ?pubDate .
  ?monarch wdt:P39 wd:Q12473 ; wdt:P17 wd:Q30 .
  ?monarch p:P39 ?statement .
  ?statement ps:P39 wd:Q12473 ; pq:P580 ?start ; pq:P582 ?end .
  FILTER(?pubDate >= ?start && ?pubDate <= ?end)
  .
  ?monarch rdfs:label ?monarchLabel .
  FILTER(LANG(?monarchLabel) = ""en"")
  .
}
```

Using entities:
- Albert Windey (wd:Q12473):
  - has occupation politician
  - is instance of human
  - mayor of Kaprijke (1918–2011)
- United States (wd:Q30), also known as ""America"", ""Merica"", ""Murica"", ""the States"", ""the United States"", etc.:
  - country located primarily in North America
  - is instance of constitutional republic
  - is instance of country
  - is instance of democratic republic
  - is instance of federal republic
  - is instance of sovereign state
  - is instance of superpower
- Don Quixote (wd:Q480), also known as ""Cervantes Saavedra, Miguel de, 1547-1616."", ""Cervantes Saavedra, Miguel de, 1547-1616. Don Quixote"", ""Don Quijote de la Mancha"", ""The Ingenious Gentleman Don Quixote of La Mancha"":
  - 1605 novel by Miguel de Cervantes
  - is instance of literary work

Using properties:
- country (wd:P17 as wdt), also known as ""host country"", ""land"", ""sovereign state"", ""state"":
  - sovereign state that this item is in (not to be used for human beings)
- position held (wd:P39 as p/ps/wdt), also known as ""function"", ""held position"", ""holds position"", ""job"", ""office held"", etc.:
  - subject currently or formerly holds the object position or public office
- publication date (wd:P577 as wdt), also known as ""air date"", ""airdate"", ""be published during"", ""be published in"", ""broadcast date"", etc.:
  - date or point in time when a work or product was first published or released
- start time (wd:P580 as pq), also known as ""air date"", ""began"", ""began airing"", ""began broadcasting"", ""began streaming"", etc.:
  - time an entity begins to exist or a statement starts being valid
- end time (wd:P582 as pq), also known as ""abolished"", ""cease date"", ""cease operation"", ""cease time"", ""closed"", etc.:
  - moment when an entity ceases to exist and a statement stops being entirely valid or no longer be true

Execution result:
Got no rows and 1 columns"
